role,case_id,latency_requirement,latency_share_of_performance,endurance_requirement,endurance_share_of_reliability,read_iops_share,write_iops_share,performance_priority_raw,reliability_priority_raw,cost_priority_raw,power_priority_raw,performance_weight,latency_weight,endurance_weight,reliability_weight,cost_weight,power_weight,weight_sum
mdt,REQ_000962,moderate,0.2,standard,0.25,0.8,0.2,0.035,0.446,0.426,0.093,0.028000000000000004,0.007000000000000001,0.1115,0.3345,0.426,0.093,1.0
mdt,REQ_000997,low,0.35,medium,0.4,0.6,0.4,0.099,0.283,0.301,0.317,0.06435,0.03465,0.1132,0.16979999999999998,0.301,0.317,1.0
mdt,REQ_001005,moderate,0.2,standard,0.25,0.8000223501145444,0.19997764988545566,0.389,0.288,0.295,0.028,0.31120000000000003,0.07780000000000001,0.072,0.21599999999999997,0.295,0.028,1.0
mdt,REQ_001022,moderate,0.2,standard,0.25,0.9,0.1,0.164,0.268,0.282,0.286,0.1312,0.0328,0.067,0.201,0.282,0.286,1.0
mdt,REQ_001026,moderate,0.2,medium,0.4,0.6,0.4,0.067,0.35,0.195,0.388,0.05360000000000001,0.013400000000000002,0.13999999999999999,0.21,0.195,0.388,1.0
mdt,REQ_001033,moderate,0.2,medium,0.4,0.6,0.4,0.158,0.229,0.437,0.176,0.1264,0.0316,0.09160000000000001,0.1374,0.437,0.176,1.0
mdt,REQ_001038,low,0.35,medium,0.4,0.6000005776874018,0.3999994223125982,0.246,0.083,0.323,0.348,0.15990000000000001,0.0861,0.0332,0.049800000000000004,0.323,0.348,1.0
mdt,REQ_001041,low,0.35,medium,0.4,0.799999836965471,0.20000016303452908,0.43,0.117,0.105,0.348,0.2795,0.1505,0.04680000000000001,0.0702,0.105,0.348,1.0
mdt,REQ_001054,low,0.35,medium,0.4,0.8,0.2,0.014,0.407,0.395,0.184,0.0091,0.0049,0.1628,0.24419999999999997,0.395,0.184,1.0
mdt,REQ_001059,moderate,0.2,standard,0.25,0.7999975927252156,0.2000024072747844,0.09,0.298,0.347,0.265,0.072,0.018,0.0745,0.22349999999999998,0.347,0.265,1.0
mdt,REQ_001067,moderate,0.2,standard,0.25,0.8,0.2,0.353,0.316,0.269,0.062,0.2824,0.0706,0.079,0.237,0.269,0.062,1.0
mdt,REQ_001076,low,0.35,medium,0.4,0.6999998398121317,0.30000016018786835,0.297,0.357,0.024,0.322,0.19305,0.10394999999999999,0.1428,0.21419999999999997,0.024,0.322,1.0
mdt,REQ_001079,very_low,0.5,high,0.55,0.9000001060675968,0.09999989393240312,0.231,0.524,0.115,0.13,0.1155,0.1155,0.2882,0.23579999999999998,0.115,0.13,1.0
mdt,REQ_001080,moderate,0.2,standard,0.25,0.7,0.3,0.134,0.428,0.201,0.237,0.10720000000000002,0.026800000000000004,0.107,0.321,0.201,0.237,1.0
mdt,REQ_001088,low,0.35,medium,0.4,0.6,0.4,0.352,0.053,0.536,0.059,0.2288,0.12319999999999999,0.0212,0.031799999999999995,0.536,0.059,1.0
mdt,REQ_001093,moderate,0.2,standard,0.25,0.6999971104946833,0.30000288950531667,0.377,0.352,0.078,0.193,0.30160000000000003,0.07540000000000001,0.088,0.264,0.078,0.193,1.0
mdt,REQ_001121,low,0.35,medium,0.4,0.7000001684346693,0.2999998315653308,0.229,0.115,0.328,0.328,0.14885,0.08015,0.046000000000000006,0.069,0.328,0.328,1.0
mdt,REQ_001129,moderate,0.2,standard,0.25,0.8,0.2,0.779,0.028,0.06,0.133,0.6232,0.1558,0.006999999999999998,0.020999999999999998,0.059999999999999984,0.13299999999999998,0.9999999999999999
mdt,REQ_001132,low,0.35,medium,0.4,0.7,0.3,0.433,0.513,0.012,0.042,0.28145000000000003,0.15155,0.20520000000000002,0.3078,0.012,0.042,1.0
mdt,REQ_001136,low,0.35,medium,0.4,0.7000003839773914,0.2999996160226086,0.105,0.097,0.462,0.336,0.06825,0.03675,0.0388,0.0582,0.462,0.336,1.0
mdt,REQ_001140,low,0.35,medium,0.4,0.8,0.2,0.235,0.404,0.267,0.094,0.15275,0.08224999999999999,0.16160000000000002,0.2424,0.267,0.094,1.0
mdt,REQ_001141,moderate,0.2,standard,0.25,0.89999911303484,0.10000088696516,0.264,0.277,0.02,0.439,0.21120000000000003,0.05280000000000001,0.06925,0.20775000000000002,0.02,0.439,1.0
mdt,REQ_001144,moderate,0.2,standard,0.25,0.700004334257975,0.29999566574202496,0.004,0.212,0.275,0.509,0.0032,0.0008,0.053,0.159,0.275,0.509,1.0
mdt,REQ_001145,low,0.35,medium,0.4,0.9,0.1,0.37,0.442,0.129,0.059,0.2405,0.1295,0.1768,0.2652,0.129,0.059,1.0
mdt,REQ_001147,very_low,0.5,high,0.55,0.8000000622967375,0.19999993770326258,0.229,0.145,0.237,0.389,0.1145,0.1145,0.07975,0.06524999999999999,0.237,0.389,1.0
mdt,REQ_001152,low,0.35,medium,0.4,0.8,0.2,0.129,0.003,0.399,0.469,0.08385000000000001,0.045149999999999996,0.0012000000000000001,0.0018,0.399,0.469,1.0
mdt,REQ_001166,moderate,0.2,medium,0.4,0.6,0.4,0.543,0.4,0.031,0.026,0.43440000000000006,0.10860000000000002,0.16000000000000003,0.24,0.031,0.026,1.0
mdt,REQ_001175,low,0.35,medium,0.4,0.6000002340843148,0.39999976591568515,0.367,0.358,0.001,0.274,0.23855,0.12844999999999998,0.1432,0.2148,0.001,0.274,1.0
mdt,REQ_001182,low,0.35,medium,0.4,0.5999998071730656,0.40000019282693444,0.119,0.448,0.124,0.309,0.07735,0.04164999999999999,0.17920000000000003,0.2688,0.124,0.309,1.0
mdt,REQ_001183,low,0.35,medium,0.4,0.8,0.2,0.254,0.146,0.493,0.107,0.1651,0.08889999999999999,0.0584,0.0876,0.493,0.107,1.0
mdt,REQ_001187,low,0.35,medium,0.4,0.6999999187740074,0.30000008122599264,0.31,0.279,0.178,0.233,0.2015,0.1085,0.11160000000000002,0.16740000000000002,0.178,0.233,1.0
ost,REQ_000006,,,,,,,0.07,0.409,0.214,0.307,0.07,,,0.409,0.214,0.307,1.0
ost,REQ_000008,,,,,,,0.192,0.17,0.328,0.31,0.192,,,0.17,0.328,0.31,1.0
ost,REQ_000013,,,,,,,0.003,0.408,0.335,0.254,0.003,,,0.408,0.335,0.254,1.0
ost,REQ_000015,,,,,,,0.372,0.36,0.034,0.234,0.372,,,0.36,0.034,0.234,1.0
ost,REQ_000016,,,,,,,0.291,0.116,0.211,0.382,0.291,,,0.116,0.211,0.382,1.0
ost,REQ_000020,,,,,,,0.432,0.212,0.17,0.186,0.432,,,0.212,0.17,0.186,1.0
ost,REQ_000031,,,,,,,0.412,0.09,0.066,0.432,0.412,,,0.09,0.066,0.432,1.0
ost,REQ_000033,,,,,,,0.068,0.395,0.294,0.243,0.068,,,0.395,0.294,0.243,1.0
ost,REQ_000034,,,,,,,0.39,0.474,0.116,0.02,0.39,,,0.474,0.116,0.02,1.0
ost,REQ_000040,,,,,,,0.43,0.144,0.103,0.323,0.43,,,0.144,0.103,0.323,1.0
ost,REQ_000045,,,,,,,0.303,0.323,0.148,0.226,0.303,,,0.323,0.148,0.226,1.0
ost,REQ_000051,,,,,,,0.529,0.104,0.11,0.257,0.529,,,0.104,0.11,0.257,1.0
ost,REQ_000054,,,,,,,0.049,0.259,0.327,0.365,0.049,,,0.259,0.327,0.365,1.0
ost,REQ_000059,,,,,,,0.143,0.38,0.379,0.098,0.143,,,0.38,0.379,0.098,1.0
ost,REQ_000062,,,,,,,0.089,0.311,0.462,0.138,0.089,,,0.311,0.462,0.138,1.0
ost,REQ_000064,,,,,,,0.151,0.272,0.433,0.144,0.151,,,0.272,0.433,0.144,1.0
ost,REQ_000074,,,,,,,0.143,0.533,0.298,0.026,0.143,,,0.533,0.298,0.026,1.0
ost,REQ_000076,,,,,,,0.39,0.116,0.103,0.391,0.39,,,0.116,0.103,0.391,1.0
ost,REQ_000081,,,,,,,0.124,0.176,0.244,0.456,0.124,,,0.176,0.244,0.456,1.0
ost,REQ_000082,,,,,,,0.15,0.314,0.299,0.237,0.15,,,0.314,0.299,0.237,1.0
ost,REQ_000088,,,,,,,0.127,0.344,0.152,0.377,0.127,,,0.344,0.152,0.377,1.0
ost,REQ_000093,,,,,,,0.234,0.263,0.267,0.236,0.234,,,0.263,0.267,0.236,1.0
ost,REQ_000096,,,,,,,0.623,0.104,0.201,0.072,0.623,,,0.104,0.201,0.072,1.0
ost,REQ_000102,,,,,,,0.408,0.173,0.265,0.154,0.408,,,0.173,0.265,0.154,1.0
ost,REQ_000103,,,,,,,0.051,0.326,0.371,0.252,0.051,,,0.326,0.371,0.252,1.0
ost,REQ_000107,,,,,,,0.11,0.147,0.483,0.26,0.11,,,0.147,0.483,0.26,1.0
ost,REQ_000109,,,,,,,0.092,0.162,0.563,0.183,0.092,,,0.162,0.563,0.183,1.0
ost,REQ_000111,,,,,,,0.013,0.398,0.263,0.326,0.013,,,0.398,0.263,0.326,1.0
ost,REQ_000124,,,,,,,0.127,0.289,0.244,0.34,0.127,,,0.289,0.244,0.34,1.0
ost,REQ_000137,,,,,,,0.387,0.045,0.279,0.289,0.387,,,0.045,0.279,0.289,1.0
ost,REQ_000141,,,,,,,0.068,0.399,0.223,0.31,0.068,,,0.399,0.223,0.31,1.0
ost,REQ_000142,,,,,,,0.488,0.146,0.116,0.25,0.488,,,0.146,0.116,0.25,1.0
ost,REQ_000144,,,,,,,0.091,0.194,0.265,0.45,0.091,,,0.194,0.265,0.45,1.0
ost,REQ_000145,,,,,,,0.442,0.163,0.031,0.364,0.442,,,0.163,0.031,0.364,1.0
ost,REQ_000153,,,,,,,0.279,0.279,0.215,0.227,0.279,,,0.279,0.215,0.227,1.0
ost,REQ_000162,,,,,,,0.471,0.161,0.215,0.153,0.471,,,0.161,0.215,0.153,1.0
ost,REQ_000164,,,,,,,0.503,0.015,0.345,0.137,0.503,,,0.015,0.345,0.137,1.0
ost,REQ_000174,,,,,,,0.389,0.008,0.554,0.049,0.389,,,0.008,0.554,0.049,1.0
ost,REQ_000177,,,,,,,0.009,0.154,0.267,0.57,0.009,,,0.154,0.267,0.57,1.0
ost,REQ_000180,,,,,,,0.368,0.292,0.335,0.005,0.368,,,0.292,0.335,0.005,1.0
ost,REQ_000193,,,,,,,0.297,0.242,0.008,0.453,0.297,,,0.242,0.008,0.453,1.0
ost,REQ_000200,,,,,,,0.479,0.12,0.253,0.148,0.479,,,0.12,0.253,0.148,1.0
ost,REQ_000226,,,,,,,0.378,0.275,0.06,0.287,0.378,,,0.275,0.06,0.287,1.0
ost,REQ_000235,,,,,,,0.311,0.075,0.309,0.305,0.311,,,0.075,0.309,0.305,1.0
ost,REQ_000260,,,,,,,0.048,0.03,0.412,0.51,0.048,,,0.03,0.412,0.51,1.0
ost,REQ_000263,,,,,,,0.417,0.096,0.163,0.324,0.417,,,0.096,0.163,0.324,1.0
ost,REQ_000264,,,,,,,0.084,0.331,0.4,0.185,0.084,,,0.331,0.4,0.185,1.0
ost,REQ_000268,,,,,,,0.013,0.04,0.235,0.712,0.013,,,0.04,0.235,0.712,1.0
ost,REQ_000272,,,,,,,0.02,0.129,0.515,0.336,0.02,,,0.129,0.515,0.336,1.0
ost,REQ_000273,,,,,,,0.052,0.329,0.341,0.278,0.052,,,0.329,0.341,0.278,1.0
ost,REQ_000300,,,,,,,0.13,0.293,0.438,0.139,0.13,,,0.293,0.438,0.139,1.0
ost,REQ_000314,,,,,,,0.105,0.336,0.165,0.394,0.105,,,0.336,0.165,0.394,1.0
ost,REQ_000317,,,,,,,0.182,0.228,0.223,0.367,0.182,,,0.228,0.223,0.367,1.0
ost,REQ_000321,,,,,,,0.435,0.184,0.204,0.177,0.435,,,0.184,0.204,0.177,1.0
ost,REQ_000322,,,,,,,0.297,0.357,0.13,0.216,0.297,,,0.357,0.13,0.216,1.0
ost,REQ_000323,,,,,,,0.071,0.338,0.304,0.287,0.071,,,0.338,0.304,0.287,1.0
ost,REQ_000324,,,,,,,0.109,0.108,0.371,0.412,0.109,,,0.108,0.371,0.412,1.0
ost,REQ_000345,,,,,,,0.173,0.173,0.346,0.308,0.173,,,0.173,0.346,0.308,1.0
ost,REQ_000358,,,,,,,0.076,0.395,0.427,0.102,0.076,,,0.395,0.427,0.102,1.0
ost,REQ_000364,,,,,,,0.008,0.123,0.594,0.275,0.008,,,0.123,0.594,0.275,1.0
ost,REQ_000365,,,,,,,0.228,0.283,0.341,0.148,0.228,,,0.283,0.341,0.148,1.0
ost,REQ_000379,,,,,,,0.032,0.386,0.321,0.261,0.032,,,0.386,0.321,0.261,1.0
ost,REQ_000392,,,,,,,0.204,0.339,0.231,0.226,0.204,,,0.339,0.231,0.226,1.0
ost,REQ_000394,,,,,,,0.151,0.405,0.102,0.342,0.151,,,0.405,0.102,0.342,1.0
ost,REQ_000404,,,,,,,0.238,0.017,0.368,0.377,0.238,,,0.017,0.368,0.377,1.0
ost,REQ_000409,,,,,,,0.248,0.258,0.266,0.228,0.248,,,0.258,0.266,0.228,1.0
ost,REQ_000410,,,,,,,0.343,0.138,0.096,0.423,0.343,,,0.138,0.096,0.423,1.0
ost,REQ_000412,,,,,,,0.007,0.286,0.38,0.327,0.007,,,0.286,0.38,0.327,1.0
ost,REQ_000432,,,,,,,0.313,0.092,0.313,0.282,0.313,,,0.092,0.313,0.282,1.0
ost,REQ_000433,,,,,,,0.131,0.021,0.262,0.586,0.131,,,0.021,0.262,0.586,1.0
ost,REQ_000441,,,,,,,0.482,0.343,0.087,0.088,0.482,,,0.343,0.087,0.088,1.0
ost,REQ_000450,,,,,,,0.074,0.5,0.009,0.417,0.074,,,0.5,0.009,0.417,1.0
ost,REQ_000455,,,,,,,0.069,0.553,0.165,0.213,0.069,,,0.553,0.165,0.213,1.0
ost,REQ_000457,,,,,,,0.358,0.41,0.137,0.095,0.358,,,0.41,0.137,0.095,1.0
ost,REQ_000464,,,,,,,0.099,0.057,0.553,0.291,0.099,,,0.057,0.553,0.291,1.0
ost,REQ_000465,,,,,,,0.402,0.052,0.481,0.065,0.402,,,0.052,0.481,0.065,1.0
ost,REQ_000467,,,,,,,0.28,0.296,0.165,0.259,0.28,,,0.296,0.165,0.259,1.0
ost,REQ_000468,,,,,,,0.256,0.236,0.198,0.31,0.256,,,0.236,0.198,0.31,1.0
ost,REQ_000472,,,,,,,0.315,0.17,0.134,0.381,0.315,,,0.17,0.134,0.381,1.0
ost,REQ_000474,,,,,,,0.367,0.28,0.306,0.047,0.367,,,0.28,0.306,0.047,1.0
ost,REQ_000481,,,,,,,0.168,0.045,0.441,0.346,0.168,,,0.045,0.441,0.346,1.0
ost,REQ_000483,,,,,,,0.234,0.416,0.303,0.047,0.234,,,0.416,0.303,0.047,1.0
ost,REQ_000484,,,,,,,0.366,0.599,0.016,0.019,0.366,,,0.599,0.016,0.019,1.0
ost,REQ_000486,,,,,,,0.337,0.171,0.157,0.335,0.337,,,0.171,0.157,0.335,1.0
ost,REQ_000487,,,,,,,0.049,0.312,0.494,0.145,0.049,,,0.312,0.494,0.145,1.0
ost,REQ_000492,,,,,,,0.128,0.081,0.679,0.112,0.128,,,0.081,0.679,0.112,1.0
ost,REQ_000493,,,,,,,0.347,0.198,0.183,0.272,0.347,,,0.198,0.183,0.272,1.0
ost,REQ_000497,,,,,,,0.3,0.204,0.286,0.21,0.3,,,0.204,0.286,0.21,1.0
ost,REQ_000501,,,,,,,0.014,0.307,0.668,0.011,0.014,,,0.307,0.668,0.011,1.0
ost,REQ_000503,,,,,,,0.026,0.21,0.483,0.281,0.026,,,0.21,0.483,0.281,1.0
ost,REQ_000505,,,,,,,0.131,0.138,0.364,0.367,0.131,,,0.138,0.364,0.367,1.0
ost,REQ_000506,,,,,,,0.41,0.264,0.313,0.013,0.41,,,0.264,0.313,0.013,1.0
ost,REQ_000513,,,,,,,0.124,0.363,0.044,0.469,0.124,,,0.363,0.044,0.469,1.0
ost,REQ_000521,,,,,,,0.038,0.361,0.099,0.502,0.038,,,0.361,0.099,0.502,1.0
ost,REQ_000530,,,,,,,0.382,0.006,0.004,0.608,0.382,,,0.006,0.004,0.608,1.0
ost,REQ_000536,,,,,,,0.101,0.402,0.06,0.437,0.101,,,0.402,0.06,0.437,1.0
ost,REQ_000537,,,,,,,0.38,0.079,0.218,0.323,0.38,,,0.079,0.218,0.323,1.0
ost,REQ_000549,,,,,,,0.318,0.295,0.068,0.319,0.318,,,0.295,0.068,0.319,1.0
ost,REQ_000554,,,,,,,0.188,0.444,0.34,0.028,0.188,,,0.444,0.34,0.028,1.0
ost,REQ_000565,,,,,,,0.223,0.089,0.396,0.292,0.223,,,0.089,0.396,0.292,1.0
ost,REQ_000569,,,,,,,0.116,0.458,0.089,0.337,0.116,,,0.458,0.089,0.337,1.0
ost,REQ_000579,,,,,,,0.562,0.025,0.125,0.288,0.562,,,0.025,0.125,0.288,1.0
ost,REQ_000589,,,,,,,0.416,0.107,0.057,0.42,0.416,,,0.107,0.057,0.42,1.0
ost,REQ_000602,,,,,,,0.427,0.161,0.375,0.037,0.427,,,0.161,0.375,0.037,1.0
ost,REQ_000610,,,,,,,0.508,0.122,0.26,0.11,0.508,,,0.122,0.26,0.11,1.0
ost,REQ_000616,,,,,,,0.334,0.123,0.209,0.334,0.334,,,0.123,0.209,0.334,1.0
ost,REQ_000620,,,,,,,0.402,0.341,0.013,0.244,0.402,,,0.341,0.013,0.244,1.0
ost,REQ_000622,,,,,,,0.342,0.191,0.316,0.151,0.342,,,0.191,0.316,0.151,1.0
ost,REQ_000636,,,,,,,0.008,0.277,0.268,0.447,0.008,,,0.277,0.268,0.447,1.0
ost,REQ_000646,,,,,,,0.387,0.345,0.043,0.225,0.387,,,0.345,0.043,0.225,1.0
ost,REQ_000657,,,,,,,0.393,0.439,0.131,0.037,0.393,,,0.439,0.131,0.037,1.0
ost,REQ_000669,,,,,,,0.533,0.098,0.2,0.169,0.533,,,0.098,0.2,0.169,1.0
ost,REQ_000685,,,,,,,0.318,0.283,0.239,0.16,0.318,,,0.283,0.239,0.16,1.0
ost,REQ_000692,,,,,,,0.3,0.139,0.23,0.331,0.3,,,0.139,0.23,0.331,1.0
ost,REQ_000693,,,,,,,0.313,0.3,0.229,0.158,0.313,,,0.3,0.229,0.158,1.0
ost,REQ_000709,,,,,,,0.401,0.07,0.192,0.337,0.401,,,0.07,0.192,0.337,1.0
ost,REQ_000710,,,,,,,0.368,0.187,0.357,0.088,0.368,,,0.187,0.357,0.088,1.0
ost,REQ_000716,,,,,,,0.294,0.147,0.238,0.321,0.294,,,0.147,0.238,0.321,1.0
ost,REQ_000726,,,,,,,0.077,0.549,0.113,0.261,0.077,,,0.549,0.113,0.261,1.0
ost,REQ_000763,,,,,,,0.593,0.245,0.122,0.04,0.593,,,0.245,0.122,0.04,1.0
ost,REQ_000770,,,,,,,0.038,0.34,0.266,0.356,0.038,,,0.34,0.266,0.356,1.0
ost,REQ_000771,,,,,,,0.277,0.279,0.262,0.182,0.277,,,0.279,0.262,0.182,1.0
ost,REQ_000774,,,,,,,0.359,0.308,0.269,0.064,0.359,,,0.308,0.269,0.064,1.0
ost,REQ_000776,,,,,,,0.103,0.431,0.421,0.045,0.103,,,0.431,0.421,0.045,1.0
ost,REQ_000789,,,,,,,0.215,0.152,0.372,0.261,0.215,,,0.152,0.372,0.261,1.0
ost,REQ_000793,,,,,,,0.49,0.123,0.112,0.275,0.49,,,0.123,0.112,0.275,1.0
ost,REQ_000799,,,,,,,0.738,0.13,0.113,0.019,0.738,,,0.13,0.113,0.019,1.0
ost,REQ_000806,,,,,,,0.393,0.39,0.176,0.041,0.393,,,0.39,0.176,0.041,1.0
ost,REQ_000815,,,,,,,0.252,0.274,0.183,0.291,0.252,,,0.274,0.183,0.291,1.0
ost,REQ_000817,,,,,,,0.142,0.672,0.126,0.06,0.142,,,0.672,0.126,0.06,1.0
ost,REQ_000820,,,,,,,0.441,0.139,0.182,0.238,0.441,,,0.139,0.182,0.238,1.0
ost,REQ_000844,,,,,,,0.113,0.124,0.307,0.456,0.113,,,0.124,0.307,0.456,1.0
ost,REQ_000848,,,,,,,0.029,0.441,0.36,0.17,0.029,,,0.441,0.36,0.17,1.0
ost,REQ_000851,,,,,,,0.478,0.077,0.106,0.339,0.478,,,0.077,0.106,0.339,1.0
ost,REQ_000855,,,,,,,0.222,0.185,0.17,0.423,0.222,,,0.185,0.17,0.423,1.0
ost,REQ_000863,,,,,,,0.009,0.463,0.236,0.292,0.009,,,0.463,0.236,0.292,1.0
ost,REQ_000866,,,,,,,0.029,0.331,0.332,0.308,0.029,,,0.331,0.332,0.308,1.0
ost,REQ_000878,,,,,,,0.75,0.054,0.129,0.067,0.75,,,0.054,0.129,0.067,1.0
ost,REQ_000886,,,,,,,0.019,0.503,0.36,0.118,0.019,,,0.503,0.36,0.118,1.0
ost,REQ_000891,,,,,,,0.349,0.362,0.019,0.27,0.349,,,0.362,0.019,0.27,1.0
ost,REQ_000906,,,,,,,0.199,0.487,0.157,0.157,0.199,,,0.487,0.157,0.157,1.0
ost,REQ_000915,,,,,,,0.245,0.297,0.384,0.074,0.245,,,0.297,0.384,0.074,1.0
ost,REQ_000917,,,,,,,0.283,0.454,0.106,0.157,0.283,,,0.454,0.106,0.157,1.0
ost,REQ_000921,,,,,,,0.252,0.328,0.056,0.364,0.252,,,0.328,0.056,0.364,1.0
ost,REQ_000936,,,,,,,0.436,0.104,0.078,0.382,0.436,,,0.104,0.078,0.382,1.0
ost,REQ_000949,,,,,,,0.159,0.271,0.424,0.146,0.159,,,0.271,0.424,0.146,1.0
ost,REQ_000956,,,,,,,0.458,0.153,0.05,0.339,0.458,,,0.153,0.05,0.339,1.0
ost,REQ_000957,,,,,,,0.102,0.802,0.012,0.084,0.102,,,0.802,0.012,0.084,1.0
ost,REQ_000959,,,,,,,0.354,0.149,0.183,0.314,0.354,,,0.149,0.183,0.314,1.0
ost,REQ_000962,,,,,,,0.035,0.446,0.426,0.093,0.035,,,0.446,0.426,0.093,1.0
ost,REQ_000997,,,,,,,0.099,0.283,0.301,0.317,0.099,,,0.283,0.301,0.317,1.0
ost,REQ_001005,,,,,,,0.389,0.288,0.295,0.028,0.389,,,0.288,0.295,0.028,1.0
ost,REQ_001022,,,,,,,0.164,0.268,0.282,0.286,0.164,,,0.268,0.282,0.286,1.0
ost,REQ_001026,,,,,,,0.067,0.35,0.195,0.388,0.067,,,0.35,0.195,0.388,1.0
ost,REQ_001033,,,,,,,0.158,0.229,0.437,0.176,0.158,,,0.229,0.437,0.176,1.0
ost,REQ_001038,,,,,,,0.246,0.083,0.323,0.348,0.246,,,0.083,0.323,0.348,1.0
ost,REQ_001041,,,,,,,0.43,0.117,0.105,0.348,0.43,,,0.117,0.105,0.348,1.0
ost,REQ_001054,,,,,,,0.014,0.407,0.395,0.184,0.014,,,0.407,0.395,0.184,1.0
ost,REQ_001059,,,,,,,0.09,0.298,0.347,0.265,0.09,,,0.298,0.347,0.265,1.0
ost,REQ_001067,,,,,,,0.353,0.316,0.269,0.062,0.353,,,0.316,0.269,0.062,1.0
ost,REQ_001076,,,,,,,0.297,0.357,0.024,0.322,0.297,,,0.357,0.024,0.322,1.0
ost,REQ_001079,,,,,,,0.231,0.524,0.115,0.13,0.231,,,0.524,0.115,0.13,1.0
ost,REQ_001080,,,,,,,0.134,0.428,0.201,0.237,0.134,,,0.428,0.201,0.237,1.0
ost,REQ_001088,,,,,,,0.352,0.053,0.536,0.059,0.352,,,0.053,0.536,0.059,1.0
ost,REQ_001093,,,,,,,0.377,0.352,0.078,0.193,0.377,,,0.352,0.078,0.193,1.0
ost,REQ_001121,,,,,,,0.229,0.115,0.328,0.328,0.229,,,0.115,0.328,0.328,1.0
ost,REQ_001129,,,,,,,0.779,0.028,0.06,0.133,0.779,,,0.028,0.06,0.133,1.0
ost,REQ_001132,,,,,,,0.433,0.513,0.012,0.042,0.433,,,0.513,0.012,0.042,1.0
ost,REQ_001136,,,,,,,0.105,0.097,0.462,0.336,0.105,,,0.097,0.462,0.336,1.0
ost,REQ_001140,,,,,,,0.235,0.404,0.267,0.094,0.235,,,0.404,0.267,0.094,1.0
ost,REQ_001141,,,,,,,0.264,0.277,0.02,0.439,0.264,,,0.277,0.02,0.439,1.0
ost,REQ_001144,,,,,,,0.004,0.212,0.275,0.509,0.004,,,0.212,0.275,0.509,1.0
ost,REQ_001145,,,,,,,0.37,0.442,0.129,0.059,0.37,,,0.442,0.129,0.059,1.0
ost,REQ_001147,,,,,,,0.229,0.145,0.237,0.389,0.229,,,0.145,0.237,0.389,1.0
ost,REQ_001152,,,,,,,0.129,0.003,0.399,0.469,0.129,,,0.003,0.399,0.469,1.0
ost,REQ_001166,,,,,,,0.543,0.4,0.031,0.026,0.543,,,0.4,0.031,0.026,1.0
ost,REQ_001175,,,,,,,0.367,0.358,0.001,0.274,0.367,,,0.358,0.001,0.274,1.0
ost,REQ_001182,,,,,,,0.119,0.448,0.124,0.309,0.119,,,0.448,0.124,0.309,1.0
ost,REQ_001183,,,,,,,0.254,0.146,0.493,0.107,0.254,,,0.146,0.493,0.107,1.0
ost,REQ_001187,,,,,,,0.31,0.279,0.178,0.233,0.31,,,0.279,0.178,0.233,1.0
